t, ir, imu 
181.47000, 7.17154, 32014.00000
181.52000, -134.98643, 32008.00000
181.57000, -147.96911, 32244.00000
181.62000, -38.65794, 31962.00000
181.67000, -93.85071, 32272.00000
181.72000, -48.09335, 32284.00000
181.77000, 46.54386, 32576.00000
181.82000, 82.77824, 32406.00000
181.87000, 53.96997, 32432.00000
181.92000, -23.65647, 32370.00000
181.97000, -27.89077, 32568.00000
182.02000, 4.64139, 32396.00000
182.07000, -27.42945, 32610.00000
182.12000, -10.88444, 32482.00000
182.17000, -4.00018, 32460.00000
182.22000, -69.42981, 32636.00000
182.27000, -2.26041, 32306.00000
182.32000, -75.00978, 32288.00000
182.37000, -149.13641, 32362.00000
182.42000, -57.29613, 32124.00000
182.47000, -103.41594, 32822.00000
182.52000, 89.33536, 31538.00000
182.57000, -160.81358, 31352.00000
182.62000, -463.49907, 31882.00000
182.67000, -68.84796, 28602.00000
182.72000, -899.62879, 29592.00000
182.77000, -937.36509, 35184.00000
182.82000, 1594.48027, 38052.00000
182.87000, 3001.44434, 34356.00000
182.92000, 1134.97756, 30686.00000
182.97000, -1190.48142, 29094.00000
183.02000, -1761.96009, 31492.00000
183.07000, -652.68402, 32936.00000
183.12000, 491.80514, 30368.00000
183.17000, -346.94229, 30518.00000
183.22000, -717.88646, 30432.00000
183.27000, -223.86077, 29536.00000
183.32000, -450.09619, 31706.00000
183.37000, 267.38251, 30530.00000
183.42000, 424.96339, 30460.00000
183.47000, -43.47002, 29712.00000
183.52000, -44.62140, 30142.00000
183.57000, 36.20138, 29790.00000
183.62000, 152.58853, 28268.00000
183.67000, -360.26758, 30552.00000
183.72000, 289.53273, 29970.00000
183.77000, 687.10758, 29526.00000
183.82000, 127.81042, 31124.00000
183.87000, 664.92469, 29320.00000
183.92000, 318.30035, 30332.00000
183.97000, 92.12157, 30080.00000
184.02000, 392.50586, 29856.00000
184.07000, 59.07085, 30106.00000
184.12000, 124.01768, 29904.00000
184.17000, 90.04996, 29978.00000
184.22000, 5.81135, 29800.00000
184.27000, -32.55725, 30168.00000
184.32000, 29.08105, 30162.00000
184.37000, 79.28000, 29912.00000
184.42000, -89.06954, 30226.00000
184.47000, -50.54664, 29650.00000
184.52000, -159.53410, 30262.00000
184.57000, -102.65464, 29406.00000
184.62000, -197.12164, 30186.00000
184.67000, -164.54704, 29992.00000
184.72000, 34.54013, 29646.00000
184.77000, -221.94011, 30446.00000
184.82000, 24.22384, 29426.00000
184.87000, -139.94770, 30066.00000
184.92000, -181.42062, 30290.00000
184.97000, 143.87544, 30114.00000
185.02000, 3.41044, 29888.00000
185.07000, -128.68477, 29758.00000
185.12000, -160.52683, 30114.00000
185.17000, -28.61839, 29948.00000
185.22000, -0.91142, 29736.00000
185.27000, -134.53269, 29978.00000
185.32000, -41.16205, 29924.00000
185.37000, 19.56501, 29392.00000
185.42000, -177.58202, 30316.00000
185.47000, 69.41377, 29990.00000
185.52000, 173.87899, 29744.00000
185.57000, -85.04865, 30232.00000
185.62000, 92.23237, 29996.00000
185.67000, 103.63394, 29760.00000
185.72000, -88.47575, 29880.00000
185.77000, -32.32460, 29840.00000
185.82000, 4.93315, 29566.00000
185.87000, -98.97063, 30432.00000
185.92000, 160.44615, 29716.00000
